Age,Gender,Income,Location,Ad Type,Ad Topic,Ad Placement,Clicks,Click Time,Conversion Rate,CTR,Impressions,Expected_Conversions,Estimated_Cost,Estimated_Revenue,CPA,ROI
35.0,Male,66526.03,Urban,Text,Food,Social Media,2,2024-04-12 20:45:56.916351,0.125,0.0563,35.52397868561279,0.25,1.0,10.0,4.0,9.0
32.0,Other,86315.94,Urban,Text,Technology,Social Media,7,2024-04-01 20:45:56.916351,0.1346,0.0609,114.94252873563218,0.9421999999999999,3.5,37.687999999999995,3.7147102526002973,9.767999999999999
49.0,Male,2876.52,Rural,Native,Finance,Search Engine,7,2023-10-03 20:45:56.916351,0.1715,0.0163,429.4478527607362,1.2005000000000001,3.5,48.02,2.9154518950437316,12.72
23.0,Male,64069.36,Suburban,Text,Fashion,Website,8,2024-01-25 20:45:56.916351,0.2002,0.0373,214.47721179624665,1.6016,4.0,64.064,2.4975024975024978,15.015999999999998
46.0,Male,56433.83,Suburban,Text,Fashion,Social Media,8,2023-12-12 20:45:56.916351,0.2093,0.0536,149.2537313432836,1.6744,4.0,66.976,2.388915432393693,15.744
56.0,Female,45455.17,Rural,Video,Technology,Search Engine,5,2023-10-10 20:45:56.916351,0.2806,0.0748,66.84491978609626,1.403,2.5,56.120000000000005,1.781895937277263,21.448
53.0,Male,33945.73,Rural,Native,Travel,Website,1,2023-05-21 20:45:56.916351,0.0838,0.0228,43.859649122807014,0.0838,0.5,3.352,5.966587112171838,5.704
50.0,Female,,Rural,Banner,Fashion,Website,6,2024-04-04 20:45:56.916351,0.3285,0.0507,118.34319526627219,1.971,3.0,78.84,1.5220700152207,25.28
20.0,Other,35485.44,Urban,Video,Food,Social Media,11,2023-09-04 20:45:56.916351,0.2688,0.0672,163.6904761904762,2.9568,5.5,118.27199999999999,1.8601190476190477,20.503999999999998
45.0,Male,45453.75,Urban,Text,Food,Social Media,9,2024-02-03 20:45:56.916351,0.4555,0.0338,266.27218934911247,4.0995,4.5,163.98,1.0976948408342482,35.44
33.0,Male,55810.63,Suburban,Video,Health,Search Engine,3,2023-07-12 20:45:56.916351,0.0558,0.0455,65.93406593406594,0.1674,1.5,6.696,8.960573476702509,3.464
19.0,Female,43569.37,Rural,Native,Travel,Social Media,6,2024-01-23 20:45:56.916351,0.2173,0.0532,112.78195488721805,1.3037999999999998,3.0,52.151999999999994,2.3009664058904744,16.383999999999997
32.0,Male,13888.12,Suburban,Video,Travel,Website,6,2023-09-27 20:45:56.916351,0.3039,0.0652,92.02453987730063,1.8234,3.0,72.93599999999999,1.6452780519907866,23.311999999999998
13.0,Male,78686.35,Urban,Banner,Health,Search Engine,4,2024-03-08 20:45:56.916351,0.0663,0.0244,163.93442622950818,0.2652,2.0,10.608,7.541478129713424,4.304
32.0,Male,31902.29,Rural,Text,Food,Social Media,3,2023-06-18 20:45:56.916351,0.1378,0.0431,69.60556844547564,0.4134,1.5,16.536,3.6284470246734397,10.024000000000001
33.0,Male,53810.32,Rural,Banner,Technology,Social Media,4,2023-12-15 20:45:56.916351,0.1616,0.0481,83.16008316008316,0.6464,2.0,25.855999999999998,3.094059405940594,11.927999999999999
43.0,Female,50937.93,Urban,Banner,Technology,Website,3,2024-01-11 20:45:56.916351,0.0932,0.0037,810.8108108108107,0.2796,1.5,11.184000000000001,5.364806866952789,6.456
50.0,Male,66961.75,Rural,Banner,Travel,Social Media,6,2023-11-20 20:45:56.916351,0.2542,0.0749,80.1068090787717,1.5252,3.0,61.007999999999996,1.966955153422502,19.336
13.0,Female,84170.66,Rural,Text,Travel,Website,5,2024-02-25 20:45:56.916351,0.0669,0.0465,107.52688172043011,0.3345,2.5,13.38,7.473841554559043,4.352
15.0,Male,58665.52,Suburban,Native,Finance,Social Media,8,2024-01-24 20:45:56.916351,0.3673,0.0519,154.1425818882466,2.9384,4.0,117.536,1.361285053090117,28.384
4.0,Female,42742.66,Rural,Banner,Fashion,Website,4,2023-04-22 20:45:56.916351,0.1852,0.031,129.03225806451613,0.7408,2.0,29.632,2.699784017278618,13.816
47.0,Male,36529.42,Suburban,Native,Food,Website,8,2023-08-23 20:45:56.916351,0.2144,0.0237,337.55274261603375,1.7152,4.0,68.608,2.332089552238806,16.152
24.0,Male,27673.31,Suburban,Banner,Health,Search Engine,3,2023-08-16 20:45:56.916351,0.0893,0.0122,245.9016393442623,0.2679,1.5,10.716000000000001,5.599104143337065,6.144000000000001
26.0,Male,77988.88,Suburban,Native,Technology,Website,9,2023-08-06 20:45:56.916351,0.0457,0.0373,241.28686327077747,0.4113,4.5,16.451999999999998,10.940919037199125,2.6559999999999997
34.0,Female,41030.34,Rural,Text,Technology,Website,8,2024-01-22 20:45:56.916351,0.1563,0.0572,139.86013986013987,1.2504,4.0,50.016,3.198976327575176,11.504
34.0,Female,31974.38,Urban,Native,Health,Website,3,2024-04-08 20:45:56.916351,0.0297,0.0392,76.53061224489797,0.0891,1.5,3.564,16.835016835016834,1.3760000000000001
45.0,Female,40799.64,Urban,Banner,Technology,Search Engine,2,2024-01-03 20:45:56.916351,0.0691,0.0534,37.45318352059925,0.1382,1.0,5.528,7.235890014471781,4.528
2.0,Male,41336.51,Suburban,Native,Health,Social Media,11,2023-05-02 20:45:56.916351,0.3492,0.0645,170.54263565891472,3.8412,5.5,153.648,1.43184421534937,26.936
32.0,Female,53077.66,Rural,Video,Fashion,Social Media,4,2023-05-21 20:45:56.916351,0.2015,0.0592,67.56756756756756,0.806,2.0,32.24,2.4813895781637716,15.120000000000001
16.0,Female,95380.64,Urban,Video,Travel,Social Media,6,2023-11-02 20:45:56.916351,0.1979,0.0377,159.15119363395226,1.1874,3.0,47.496,2.526528549772612,14.832
60.0,Female,46124.44,Urban,Banner,Food,Social Media,3,2023-11-07 20:45:56.916351,0.1381,0.0364,82.41758241758241,0.4143,1.5,16.572,3.620564808110065,10.048
42.0,Male,52031.34,Urban,Video,Fashion,Social Media,1,2023-10-18 20:45:56.916351,0.4309,0.0614,16.286644951140065,0.4309,0.5,17.236,1.1603620329542816,33.472
40.0,Other,39998.02,Urban,Banner,Travel,Search Engine,6,2024-03-26 20:45:56.916351,0.5,0.0517,116.05415860735009,3.0,3.0,120.0,1.0,39.0
67.0,Male,52183.71,Urban,Video,Fashion,Social Media,7,2023-06-18 20:45:56.916351,0.2362,0.062,112.90322580645162,1.6534,3.5,66.136,2.116850127011008,17.895999999999997
32.0,Female,62469.34,Urban,Banner,Health,Website,4,2023-11-23 20:45:56.916351,0.2625,0.0526,76.04562737642586,1.05,2.0,42.0,1.9047619047619047,20.0
48.0,Male,41506.56,Urban,Native,Technology,Social Media,4,2023-10-24 20:45:56.916351,0.3337,0.0587,68.14310051107326,1.3348,2.0,53.391999999999996,1.4983518130056936,25.695999999999998
13.0,Other,48772.11,Suburban,Video,Technology,Website,9,2023-11-29 20:45:56.916351,0.4775,0.0212,424.52830188679246,4.297499999999999,4.5,171.89999999999998,1.0471204188481678,37.199999999999996
38.0,Male,32197.1,Rural,Native,Food,Social Media,5,2023-04-29 20:45:56.916351,0.5716,0.0446,112.10762331838565,2.858,2.5,114.32000000000001,0.874737578726382,44.728
69.0,Female,27205.31,Rural,Video,Fashion,Social Media,4,2023-10-09 20:45:56.916351,0.3242,0.059,67.79661016949153,1.2968,2.0,51.872,1.5422578655151142,24.936
42.0,Female,32382.16,Urban,Video,Fashion,Social Media,4,2024-03-19 20:45:56.916351,0.2772,0.0502,79.6812749003984,1.1088,2.0,44.352000000000004,1.8037518037518037,21.176000000000002
23.0,Male,29335.85,Suburban,Text,Technology,Search Engine,7,2024-03-22 20:45:56.916351,0.3057,0.056,125.0,2.1399000000000004,3.5,85.59600000000002,1.6355904481517825,23.456000000000007
20.0,Female,26800.94,Urban,Video,Health,Search Engine,5,2023-11-12 20:45:56.916351,0.4036,0.0417,119.9040767386091,2.0180000000000002,2.5,80.72000000000001,1.238850346878097,31.288000000000004
11.0,Male,51165.12,Suburban,Native,Health,Website,4,2023-10-08 20:45:56.916351,0.4777,0.0579,69.08462867012089,1.9108,2.0,76.432,1.0466820180029306,37.216
41.0,Female,78919.37,Rural,Video,Food,Website,4,2023-11-04 20:45:56.916351,0.0272,0.0591,67.68189509306261,0.1088,2.0,4.351999999999999,18.38235294117647,1.1759999999999997
47.0,Male,52476.23,Urban,Video,Travel,Website,4,2023-09-20 20:45:56.916351,0.0884,0.0476,84.03361344537815,0.3536,2.0,14.144000000000002,5.656108597285067,6.072000000000001
36.0,Female,10344.8,Urban,Banner,Food,Search Engine,1,2024-01-21 20:45:56.916351,0.0984,0.0298,33.557046979865774,0.0984,0.5,3.936,5.08130081300813,6.872
22.0,Female,19682.62,Rural,Banner,Travel,Search Engine,5,2023-11-03 20:45:56.916351,0.335,0.04,125.0,1.675,2.5,67.0,1.4925373134328357,25.8
38.0,Female,36579.34,Rural,Banner,Health,Search Engine,6,2024-02-22 20:45:56.916351,0.385,0.0652,92.02453987730063,2.31,3.0,92.4,1.2987012987012987,29.8
24.0,Male,13763.12,Urban,Video,Technology,Website,9,2024-01-02 20:45:56.916351,0.2238,0.0464,193.96551724137933,2.0141999999999998,4.5,80.56799999999998,2.2341376228775696,16.903999999999996
53.0,Female,17524.03,Suburban,Native,Travel,Social Media,4,2023-07-09 20:45:56.916351,0.0599,0.0659,60.69802731411229,0.2396,2.0,9.584,8.347245409015025,3.792
28.0,Male,51358.55,Suburban,Video,Technology,Website,5,2023-08-26 20:45:56.916351,0.0372,0.033,151.5151515151515,0.186,2.5,7.4399999999999995,13.440860215053764,1.9759999999999998
21.0,Female,23918.11,Rural,Video,Health,Social Media,1,2023-10-12 20:45:56.916351,0.1138,0.0407,24.57002457002457,0.1138,0.5,4.552,4.393673110720562,8.104
26.0,Male,56036.46,Rural,Text,Health,Search Engine,4,2023-11-18 20:45:56.916351,0.0825,0.0564,70.92198581560284,0.33,2.0,13.200000000000001,6.0606060606060606,5.6000000000000005
40.0,Male,73814.68,Rural,Text,Food,Search Engine,7,2023-06-24 20:45:56.916351,0.16,0.0226,309.7345132743363,1.12,3.5,44.800000000000004,3.1249999999999996,11.8
16.0,Female,49169.64,Rural,Text,Travel,Website,4,2023-06-05 20:45:56.916351,0.2071,0.0462,86.58008658008659,0.8284,2.0,33.136,2.4142926122646062,15.568000000000001
45.0,Male,,Urban,Native,Health,Social Media,3,2023-06-15 20:45:56.916351,0.2138,0.0551,54.44646098003629,0.6414,1.5,25.656,2.3386342376052385,16.104
30.0,Female,22560.25,Suburban,Native,Food,Social Media,7,2023-11-20 20:45:56.916351,0.3523,0.0655,106.87022900763358,2.4661,3.5,98.644,1.4192449616803862,27.184
36.0,Female,71326.76,Rural,Text,Travel,Social Media,8,2023-07-09 20:45:56.916351,0.1434,0.0218,366.9724770642202,1.1472,4.0,45.888,3.486750348675035,10.472
33.0,Male,59625.07,Rural,Text,Technology,Search Engine,6,2023-12-26 20:45:56.916351,0.0767,0.0442,135.74660633484163,0.46020000000000005,3.0,18.408,6.518904823989569,5.136
68.0,Female,58620.19,Urban,Banner,Health,Search Engine,5,2024-04-16 20:45:56.916351,0.1743,0.0418,119.61722488038278,0.8715,2.5,34.86,2.8686173264486516,12.943999999999999
32.0,Female,79657.04,Rural,Native,Technology,Website,3,2023-07-16 20:45:56.916351,0.1887,0.0382,78.53403141361257,0.5661,1.5,22.644000000000002,2.649708532061473,14.096000000000002
47.0,Male,38405.46,Suburban,Video,Travel,Website,2,2024-03-28 20:45:56.916351,0.3783,0.0214,93.45794392523365,0.7566,1.0,30.264000000000003,1.3217023526301876,29.264000000000003
71.0,Male,59164.2,Suburban,Native,Finance,Search Engine,7,2024-01-20 20:45:56.916351,0.2172,0.0907,77.17750826901874,1.5204,3.5,60.816,2.3020257826887662,16.376
41.0,Male,37597.7,Suburban,Video,Food,Website,1,2024-03-18 20:45:56.916351,0.0497,0.0881,11.350737797956867,0.0497,0.5,1.988,10.060362173038229,2.976
62.0,Male,52193.0,Rural,Banner,Finance,Social Media,5,2024-03-28 20:45:56.916351,0.0882,0.0776,64.43298969072164,0.441,2.5,17.64,5.668934240362812,6.056
36.0,Male,36011.49,Urban,Video,Technology,Social Media,4,2023-10-19 20:45:56.916351,0.0479,0.0478,83.68200836820083,0.1916,2.0,7.664,10.438413361169102,2.832
46.0,Female,57846.55,Urban,Text,Technology,Website,3,2023-08-11 20:45:56.916351,0.0969,0.02,150.0,0.2907,1.5,11.628,5.159958720330237,6.752
26.0,Other,81728.18,Rural,Text,Food,Search Engine,6,2024-01-02 20:45:56.916351,0.1804,0.0474,126.58227848101266,1.0824,3.0,43.296,2.7716186252771617,13.432
18.0,Female,31559.31,Rural,Text,Finance,Website,1,2023-09-03 20:45:56.916351,0.0638,0.0381,26.246719160104984,0.0638,0.5,2.5519999999999996,7.836990595611286,4.103999999999999
20.0,Male,,Suburban,Banner,Food,Website,7,2023-12-07 20:45:56.916351,0.1638,0.0655,106.87022900763358,1.1466,3.5,45.864000000000004,3.0525030525030523,12.104000000000001
34.0,Female,53944.6,Rural,Banner,Travel,Search Engine,7,2024-01-02 20:45:56.916351,0.1288,0.0453,154.5253863134658,0.9016,3.5,36.064,3.8819875776397517,9.304
39.0,Female,14448.36,Suburban,Native,Food,Social Media,2,2023-07-10 20:45:56.916351,0.4765,0.0331,60.422960725075534,0.953,1.0,38.12,1.0493179433368311,37.12
18.0,Male,83796.49,Suburban,Text,Food,Website,4,2024-03-09 20:45:56.916351,0.3172,0.0404,99.00990099009901,1.2688,2.0,50.751999999999995,1.5762925598991173,24.375999999999998
14.0,Male,61419.99,Suburban,Native,Fashion,Search Engine,4,2023-06-16 20:45:56.916351,0.3732,0.0313,127.79552715654951,1.4928,2.0,59.711999999999996,1.339764201500536,28.855999999999998
6.0,Female,39109.26,Rural,Banner,Health,Social Media,9,2023-07-09 20:45:56.916351,0.2015,0.0506,177.86561264822134,1.8135000000000001,4.5,72.54,2.4813895781637716,15.120000000000001
66.0,Other,45900.35,Rural,Banner,Food,Website,3,2023-07-31 20:45:56.916351,0.1384,0.036,83.33333333333334,0.4152,1.5,16.608,3.61271676300578,10.072000000000001
36.0,Female,41087.59,Urban,Banner,Travel,Website,14,2023-11-06 20:45:56.916351,0.4584,0.0398,351.75879396984925,6.417599999999999,7.0,256.70399999999995,1.0907504363001745,35.67199999999999
2.0,Male,59686.78,Suburban,Video,Health,Website,5,2024-01-11 20:45:56.916351,0.1717,0.0715,69.93006993006993,0.8584999999999999,2.5,34.339999999999996,2.9120559114735007,12.735999999999999
34.0,Male,21957.75,Urban,Native,Finance,Search Engine,4,2024-02-16 20:45:56.916351,0.0589,0.045,88.88888888888889,0.2356,2.0,9.424,8.488964346349745,3.7119999999999997
32.0,Male,27703.11,Rural,Text,Finance,Search Engine,4,2023-06-13 20:45:56.916351,0.1258,0.0504,79.36507936507937,0.5032,2.0,20.128,3.97456279809221,9.064
14.0,Male,77978.42,Urban,Text,Finance,Website,5,2024-03-07 20:45:56.916351,0.4288,0.0709,70.52186177715092,2.144,2.5,85.76,1.1660447761194028,33.304
52.0,Male,47785.4,Urban,Native,Fashion,Social Media,10,2023-10-12 20:45:56.916351,0.1328,0.0839,119.18951132300357,1.328,5.0,53.120000000000005,3.765060240963855,9.624
28.0,Male,89954.36,Urban,Banner,Fashion,Website,7,2023-12-28 20:45:56.916351,0.0963,0.047,148.93617021276594,0.6740999999999999,3.5,26.964,5.192107995846314,6.704
35.0,Female,50096.46,Suburban,Text,Finance,Social Media,4,2023-11-08 20:45:56.916351,0.1487,0.0376,106.38297872340425,0.5948,2.0,23.792,3.3624747814391394,10.896
30.0,Other,63609.88,Suburban,Video,Travel,Social Media,4,2023-12-22 20:45:56.916351,0.4212,0.0584,68.4931506849315,1.6848,2.0,67.392,1.1870845204178537,32.696
35.0,Female,40112.27,Suburban,Banner,Technology,Social Media,2,2023-06-10 20:45:56.916351,0.22,0.0555,36.03603603603604,0.44,1.0,17.6,2.272727272727273,16.6
50.0,Male,50111.91,Urban,Banner,Health,Website,4,2024-01-25 20:45:56.916351,0.1149,0.0738,54.200542005420054,0.4596,2.0,18.384,4.351610095735422,8.192
44.0,Female,33641.98,Suburban,Banner,Fashion,Social Media,5,2023-11-02 20:45:56.916351,0.1948,0.0384,130.20833333333334,0.974,2.5,38.96,2.566735112936345,14.584
28.0,Female,62302.36,Urban,Text,Travel,Website,6,2023-07-01 20:45:56.916351,0.5995,0.0392,153.06122448979593,3.5970000000000004,3.0,143.88000000000002,0.8340283569641367,46.96000000000001
58.0,Other,84942.0,Rural,Native,Fashion,Website,1,2024-02-07 20:45:56.916351,0.4077,0.0529,18.90359168241966,0.4077,0.5,16.308,1.226391954868776,31.616
58.0,Female,61256.72,Suburban,Video,Food,Search Engine,4,2023-07-29 20:45:56.916351,0.2282,0.0031,1290.3225806451612,0.9128,2.0,36.512,2.1910604732690624,17.256
13.0,Male,37728.43,Suburban,Text,Travel,Social Media,5,2024-02-27 20:45:56.916351,0.0633,0.055,90.9090909090909,0.3165,2.5,12.66,7.898894154818326,4.064
18.0,Male,53965.97,Suburban,Text,Health,Search Engine,3,2023-05-19 20:45:56.916351,0.2185,0.0562,53.380782918149464,0.6555,1.5,26.22,2.288329519450801,16.48
25.0,Male,57627.3,Rural,Text,Food,Website,4,2024-03-06 20:45:56.916351,0.4014,0.0419,95.4653937947494,1.6056,2.0,64.22399999999999,1.2456402590931739,31.111999999999995
57.0,Male,53158.97,Suburban,Text,Travel,Search Engine,3,2023-09-08 20:45:56.916351,0.2304,0.0525,57.142857142857146,0.6912,1.5,27.648000000000003,2.170138888888889,17.432000000000002
32.0,Male,35342.93,Urban,Video,Fashion,Social Media,5,2024-01-21 20:45:56.916351,0.3401,0.0296,168.9189189189189,1.7005000000000001,2.5,68.02000000000001,1.4701558365186709,26.208000000000006
26.0,Male,48498.91,Suburban,Banner,Health,Website,6,2023-07-20 20:45:56.916351,0.0538,0.0353,169.97167138810198,0.3228,3.0,12.911999999999999,9.29368029739777,3.304
34.0,Male,46351.15,Rural,Text,Fashion,Website,2,2023-07-30 20:45:56.916351,0.1056,0.0245,81.63265306122449,0.2112,1.0,8.448,4.734848484848485,7.448
31.0,Female,70108.3,Urban,Native,Technology,Social Media,7,2023-09-21 20:45:56.916351,0.1022,0.0547,127.97074954296161,0.7154,3.5,28.616,4.892367906066536,7.176
32.0,Other,49543.42,Rural,Native,Fashion,Search Engine,5,2023-11-29 20:45:56.916351,0.2817,0.0795,62.893081761006286,1.4085,2.5,56.34,1.7749378771742987,21.536
18.0,Female,43025.6,Suburban,Video,Health,Social Media,1,2023-11-28 20:45:56.916351,0.2208,0.0587,17.035775127768314,0.2208,0.5,8.832,2.2644927536231885,16.664
23.0,Female,28118.98,Suburban,Text,Travel,Website,6,2023-05-13 20:45:56.916351,0.3699,0.0401,149.62593516209478,2.2194000000000003,3.0,88.77600000000001,1.3517166801838334,28.592000000000002
30.0,Female,35554.94,Urban,Banner,Travel,Website,7,2024-02-14 20:45:56.916351,0.2693,0.0442,158.37104072398188,1.8851,3.5,75.404,1.856665428889714,20.544
55.0,Male,37816.04,Suburban,Native,Food,Website,5,2024-03-09 20:45:56.916351,0.1749,0.0383,130.54830287206266,0.8745,2.5,34.980000000000004,2.8587764436821037,12.992
54.0,Male,37927.03,Urban,Text,Travel,Social Media,3,2024-02-27 20:45:56.916351,0.2012,0.0236,127.11864406779661,0.6035999999999999,1.5,24.144,2.4850894632206764,15.095999999999998
48.0,Male,45898.8,Suburban,Native,Finance,Search Engine,5,2024-02-18 20:45:56.916351,0.0843,0.07,71.42857142857142,0.4215,2.5,16.86,5.931198102016608,5.744
40.0,Female,72625.48,Rural,Native,Fashion,Search Engine,2,2023-06-18 20:45:56.916351,0.0483,0.0723,27.662517289073303,0.0966,1.0,3.8640000000000003,10.351966873706004,2.8640000000000003
,Female,91363.33,Urban,Native,Finance,Social Media,7,2024-01-25 20:45:56.916351,0.1016,0.0716,97.76536312849163,0.7111999999999999,3.5,28.447999999999997,4.921259842519685,7.127999999999999
61.0,Male,73728.87,Rural,Text,Travel,Website,5,2023-11-28 20:45:56.916351,0.3331,0.083,60.24096385542168,1.6655,2.5,66.62,1.5010507355148603,25.648000000000003
51.0,Male,45526.22,Rural,Text,Technology,Social Media,4,2023-12-13 20:45:56.916351,0.3459,0.0451,88.69179600886918,1.3836,2.0,55.343999999999994,1.4455044810638913,26.671999999999997
29.0,Male,32748.79,Urban,Text,Health,Search Engine,3,2024-02-26 20:45:56.916351,0.1786,0.0285,105.26315789473684,0.5358,1.5,21.432000000000002,2.7995520716685327,13.288000000000002
25.0,Male,35472.86,Rural,Text,Technology,Search Engine,8,2023-07-23 20:45:56.916351,0.1776,0.0342,233.91812865497076,1.4208,4.0,56.832,2.815315315315315,13.208
37.0,Male,56071.55,Urban,Text,Fashion,Search Engine,5,2023-11-27 20:45:56.916351,0.1105,0.0634,78.86435331230284,0.5525,2.5,22.1,4.524886877828054,7.840000000000001
35.0,Other,51284.49,Rural,Video,Technology,Search Engine,5,2024-02-17 20:45:56.916351,0.1437,0.0493,101.41987829614605,0.7184999999999999,2.5,28.739999999999995,3.479471120389701,10.495999999999999
24.0,Male,58674.08,Suburban,Text,Finance,Search Engine,5,2023-04-28 20:45:56.916351,0.1145,0.0966,51.759834368530015,0.5725,2.5,22.9,4.366812227074235,8.16
57.0,Female,44521.45,Suburban,Video,Technology,Website,6,2024-03-11 20:45:56.916351,0.3314,0.0371,161.72506738544473,1.9884,3.0,79.536,1.5087507543753773,25.512
25.0,Male,42074.19,Suburban,Banner,Travel,Website,5,2023-10-02 20:45:56.916351,0.367,0.0805,62.11180124223603,1.835,2.5,73.4,1.3623978201634879,28.360000000000003
38.0,Female,66806.97,Rural,Banner,Food,Social Media,4,2023-05-10 20:45:56.916351,0.1572,0.0663,60.33182503770739,0.6288,2.0,25.152,3.1806615776081424,11.576
16.0,Male,70978.21,Rural,Text,Fashion,Website,5,2023-11-03 20:45:56.916351,0.1364,0.066,75.75757575757575,0.6819999999999999,2.5,27.279999999999998,3.6656891495601176,9.911999999999999
31.0,Male,40125.09,Rural,Video,Food,Search Engine,5,2023-07-25 20:45:56.916351,0.1819,0.0247,202.42914979757086,0.9095,2.5,36.379999999999995,2.748763056624519,13.551999999999998
51.0,Male,39555.95,Rural,Banner,Fashion,Social Media,10,2024-04-13 20:45:56.916351,0.199,0.0303,330.03300330033005,1.9900000000000002,5.0,79.60000000000001,2.5125628140703515,14.920000000000002
35.0,Female,102233.31,Rural,Video,Travel,Social Media,4,2023-12-12 20:45:56.916351,0.2232,0.053,75.47169811320755,0.8928,2.0,35.712,2.240143369175627,16.856
26.0,Male,52705.97,Rural,Banner,Travel,Search Engine,8,2023-08-25 20:45:56.916351,0.1394,0.07,114.28571428571428,1.1152,4.0,44.608,3.586800573888092,10.152
5.0,Female,51237.27,Suburban,Native,Food,Social Media,5,2023-05-01 20:45:56.916351,0.1146,0.0683,73.20644216691069,0.573,2.5,22.919999999999998,4.363001745200698,8.168
29.0,Female,43950.73,Rural,Banner,Health,Website,9,2023-12-11 20:45:56.916351,0.0481,0.0489,184.04907975460122,0.43289999999999995,4.5,17.316,10.395010395010397,2.848
29.0,Male,33426.42,Urban,Banner,Food,Search Engine,7,2023-08-16 20:45:56.916351,0.2441,0.0297,235.69023569023568,1.7087,3.5,68.348,2.0483408439164275,18.528
46.0,Female,52902.44,Suburban,Banner,Finance,Website,8,2023-05-12 20:45:56.916351,0.3442,0.0544,147.05882352941177,2.7536,4.0,110.144,1.452643811737362,26.536
54.0,Other,61761.69,Rural,Text,Health,Search Engine,3,2024-02-09 20:45:56.916351,0.243,0.0515,58.25242718446602,0.729,1.5,29.16,2.05761316872428,18.44
16.0,Male,37810.22,Rural,Banner,Finance,Search Engine,5,2024-01-09 20:45:56.916351,0.1375,0.0259,193.05019305019306,0.6875,2.5,27.5,3.6363636363636362,10.0
47.0,Female,56438.47,Suburban,Text,Health,Website,6,2023-12-11 20:45:56.916351,0.2807,0.0316,189.87341772151896,1.6842000000000001,3.0,67.36800000000001,1.7812611328820804,21.456000000000003
20.0,Female,22608.59,Rural,Native,Health,Website,6,2023-06-10 20:45:56.916351,0.1345,0.0578,103.80622837370242,0.807,3.0,32.28,3.717472118959108,9.76
52.0,Female,48829.65,Urban,Banner,Food,Social Media,3,2024-01-09 20:45:56.916351,0.3119,0.0486,61.7283950617284,0.9357,1.5,37.428,1.6030779095864058,23.951999999999998
28.0,Male,53401.31,Suburban,Text,Food,Website,5,2024-03-12 20:45:56.916351,0.3242,0.0757,66.05019815059445,1.621,2.5,64.84,1.5422578655151142,24.936
43.0,Male,59929.39,Rural,Video,Food,Social Media,3,2023-06-14 20:45:56.916351,0.1698,0.0704,42.61363636363636,0.5094000000000001,1.5,20.376000000000005,2.9446407538280326,12.584000000000003
58.0,Male,31357.91,Urban,Native,Travel,Social Media,4,2023-08-22 20:45:56.916351,0.2264,0.0519,77.0712909441233,0.9056,2.0,36.224,2.208480565371025,17.112
9.0,Male,46985.17,Rural,Native,Health,Social Media,2,2023-07-01 20:45:56.916351,0.2449,0.0701,28.530670470756064,0.4898,1.0,19.592,2.041649652919559,18.592
37.0,Male,43277.44,Rural,Native,Finance,Website,7,2023-05-16 20:45:56.916351,0.2124,0.0518,135.13513513513513,1.4868000000000001,3.5,59.47200000000001,2.3540489642184554,15.992000000000003
58.0,Other,11067.93,Rural,Banner,Fashion,Website,3,2023-07-30 20:45:56.916351,0.0806,0.0294,102.04081632653062,0.24180000000000001,1.5,9.672,6.203473945409429,5.448
46.0,Female,73458.22,Urban,Native,Food,Search Engine,6,2023-08-01 20:45:56.916351,0.1817,0.0409,146.69926650366747,1.0902,3.0,43.608000000000004,2.7517886626307098,13.536000000000001
67.0,Male,44521.79,Rural,Video,Finance,Search Engine,6,2024-03-04 20:45:56.916351,0.13,0.0525,114.28571428571429,0.78,3.0,31.200000000000003,3.846153846153846,9.4
27.0,Female,82626.36,Suburban,Native,Travel,Search Engine,6,2023-11-29 20:45:56.916351,0.1997,0.0519,115.60693641618496,1.1982,3.0,47.928,2.5037556334501754,14.975999999999999
51.0,Male,47341.58,Rural,Banner,Health,Search Engine,4,2023-05-05 20:45:56.916351,0.2982,0.0576,69.44444444444444,1.1928,2.0,47.712,1.6767270288397047,22.856
45.0,Female,54076.7,Urban,Banner,Food,Website,4,2023-11-12 20:45:56.916351,0.1432,0.0536,74.6268656716418,0.5728,2.0,22.912,3.4916201117318435,10.456
35.0,Male,35418.12,Urban,Native,Food,Website,7,2023-07-03 20:45:56.916351,0.2201,0.1207,57.995028997514495,1.5407,3.5,61.628,2.271694684234439,16.608
19.0,Male,66847.1,Urban,Banner,Health,Website,6,2023-11-25 20:45:56.916351,0.4822,0.0465,129.03225806451613,2.8932,3.0,115.72800000000001,1.0369141435089173,37.576
38.0,Female,46955.65,Rural,Video,Food,Social Media,6,2024-01-29 20:45:56.916351,0.192,0.0528,113.63636363636364,1.1520000000000001,3.0,46.080000000000005,2.6041666666666665,14.360000000000001
64.0,Male,51425.82,Rural,Native,Food,Social Media,6,2024-01-07 20:45:56.916351,0.2718,0.0682,87.97653958944282,1.6307999999999998,3.0,65.232,1.8395879323031643,20.744
53.0,Female,69396.9,Rural,Banner,Health,Social Media,7,2023-09-19 20:45:56.916351,0.2937,0.0602,116.27906976744187,2.0559000000000003,3.5,82.23600000000002,1.7024174327545112,22.496000000000006
42.0,Female,35908.38,Rural,Native,Finance,Social Media,4,2023-08-11 20:45:56.916351,0.114,0.0394,101.52284263959392,0.456,2.0,18.240000000000002,4.385964912280701,8.120000000000001
27.0,Female,42877.93,Suburban,Text,Technology,Website,4,2023-06-26 20:45:56.916351,0.2032,0.066,60.6060606060606,0.8128,2.0,32.512,2.4606299212598426,15.256
